,Person,Responsibility,imdbID
8911,Jean Anouilh,dialogue,tt0031144
8912,Aretha Choi,creator,tt1413949
8913,Marilla Li,creator,tt1413949
8914,Calvin Sun,creator,tt1413949
8915,Paddy Slattery,screenplay,tt5984744
8916,Dyana Gaye,screenplay,tt1483813
8917,Alexa Gutowski,participation,tt1483813
8918,Ariane Schrack,participation,tt1483813
8919,Louise Thermes,collaboration,tt1483813
8920,A.A. Milne,play,tt4277770
8921,Lynn Root,screen play,tt0033517
8922,Frank Fenton,screen play,tt0033517
8923,Michael Arlen,based upon the character created by,tt0033517
8924,Felix Salten,characters,tt0067279
8925,Zdenek Sverák,screenplay,tt0075703
8926,Oldrich Lipský,screenplay,tt0075703
8927,Jirí Melísek,screenplay,tt0075703
8928,Frank Hall Green,original screenplay,tt1399673
8929,Fede Arnaud,dialogue,tt0059434
8930,Vladimír Skutina,story,tt0378051
8931,Nick Peterson,screenplay,tt1255899
8932,Ossip Dymow,play,tt0015177
8933,Lina Wertmüller,screenplay,tt0066268
8934,Pasquale Festa Campanile,screenplay,tt0066268
8935,Marcello Coscia,screenplay,tt0066268
8936,Ottavio Jemma,screenplay,tt0066268
8937,H.F. Maltby,play,tt0140607
8938,Rafael García Travesi,story and screenplay,tt0064932
8939,Jesús Sotomayor Martínez,story,tt0064932
8940,Douglas Murray,play,tt0012385
8941,Werner Liepolt,story,tt0215960
8942,Vebjørn Lillegård,head writer,tt5274440
8943,Kurt Finney,story by,tt3822630
8944,Paddy Quinn,screenplay,tt3822630
8945,Paddy Quinn,story by,tt3822630
8946,Paddy Quinn,story,tt3822630
8947,Nikea Gamby-Turner,original idea,tt0852976
8948,Christine Conradt,screenplay,tt0852976
8949,David DeCrane,story consultant,tt0852976
8950,Bruno Di Geronimo,screenplay,tt0132607
8951,Aldo Florio,story & screenplay,tt0132607
8952,Fulvio Gicca Palli,story & screenplay,tt0132607
8953,Leonardo Sciascia,"story ""L'antimonio""",tt0132607
8954,Bahram Tavakoli,screenplay,tt1083986
8955,Henri-Georges Clouzot,scenari,tt0063458
8956,Monique Lange,scenario collaborator,tt0063458
8957,Marcel Moussy,scenario collaborator,tt0063458
8958,Kin Hung Ng,story,tt5764222
8959,Daniele Terzoli,story,tt2115318
8960,Ian Mackenzie Jeffers,screenplay,tt0804461
8961,Brian Garfield,novel,tt0804461
8962,Celeste Marie Martinez,story,tt3260922
8963,Stanley Roberts,story,tt0030581
8964,Joseph O'Donnell,story,tt0030581
8965,Joseph O'Donnell,screenplay,tt0030581
8966,Vladimir Kooperman,story,tt1409005
8967,Frank Roland Conklin,story,tt0778049
8968,Scott Darling,scenario,tt0778049
8969,Lowell S. Hawley,screen story,tt0063389
8970,Lowell S. Hawley,screenplay,tt0063389
8971,Laura Bower Van Nuys,book,tt0063389
8972,Frank Hart,scenario,tt0441224
8973,Edgar Wallace,novel,tt1729202
8974,Mel Dinelli,screenplay,tt0044417
8975,Mel Dinelli,"story ""The Man""",tt0044417
8976,Mel Dinelli,play,tt0044417
8977,E.W. Williams,screenwriter,tt1424350
8978,Lucio Bastolla,screenplay,tt6535222
8979,Lucio Bastolla,story,tt6535222
8980,Alfonso Santaniello,screenplay,tt6535222
8981,Alfonso Santaniello,story,tt6535222
8982,Jong-ho Park,screenplay,tt0371543
8983,Oren Safdie,play,tt0169396
8984,Oren Safdie,screenplay,tt0169396
8985,Mette Knudsen,screenplay,tt5698292
8986,Malina Terkelsen,script consultant,tt5698292
8987,Ian Masters,script advisor,tt5237712
8988,Chinedu Nwani,story,tt2152796
8989,Amaechi Ukeje,screenplay,tt2152796
8990,Jonathan Anders,story,tt1688676
8991,Jørgen Pedersen,screenplay,tt1688676
8992,Jørgen Pedersen,story,tt1688676
8993,Oliver Butcher,screenplay,tt1401152
8994,Stephen Cornwell,screenplay,tt1401152
8995,Didier Van Cauwelaert,novel,tt1401152
8996,Anissa Folley,story,tt2024534
8997,Robert Tarantino,story,tt2030319
8998,John Hale,screenplay,tt0066080
8999,Edward Simpson,screenplay,tt0066080
9000,Charles Eric Maine,novel,tt0066080
9001,Ford Beebe,story,tt0474064
9002,Fred Freiberger,screenplay,tt0050177
9003,Lester Gorn,screenplay,tt0050177
9004,André Bjerke,novel,tt0051569
9005,Nancy Larson,screenplay,tt1142804
9006,Eugenia Ginzburg,autobiography,tt1142804
9007,Phillip M. Margolin,novel,tt0384736
9008,Steven H. Berman,teleplay,tt0384736
9009,Neil Ewart,script,tt2166331
9010,Brandon Addams,screenplay,tt5623392
9011,Brandon Addams,story,tt5623392
9012,Nick Ian Decelles,story,tt5623392
9013,Nevin Millan,adaptation,tt1084959
9014,Lynn Nottage,play,tt1084959
9015,Scott Eastlick,teleplay,tt1158935
9016,Robert Louis Stevenson,novel,tt0248568
9017,Edmundo Báez,additional scenes and dialogue,tt0043474
9018,Agustín P. Delgado,adaptation,tt0043474
9019,Jean-Paul Malaquais,story,tt0043474
9020,Isaura Murguía,dialogue,tt0043474
9021,Philip Yordan,screenplay,tt0464185
9022,Kimio Yanagisawa,manga,tt1682374
9023,Manny Velazquez,creator,tt5931218
9024,S. Fowler Wright,story,tt0027101
9025,Michael Barringer,scenario,tt0027101
9026,Matt Orefice,screenplay,tt3777936
9027,Frank Asch,based upon the book by,tt1282050
9028,Joey Silvera,developed by,tt2983632
9029,Frank Mitchell Dazey,scenario,tt0223935
9030,Jp Saari,story,tt1989555
9031,Mark Thibodeau,story,tt3190246
9032,Clark Cheng,english version,tt0229072
9033,Stephen Krueger,english version,tt0229072
9034,Eric P. Sherman,english version,tt0229072
9035,Tooru Shinohara,manga O-ka no onna,tt0229072
9036,Isadore Bernstein,story and screenplay,tt0030366
9037,Hannes Peter Stolp,novel,tt0045965
9038,Salam Salman,story,tt4434256
9039,Marcin Bortkiewicz,script,tt1309644
9040,Jack Miller,story,tt0064812
9041,Uli M. Schüppel,concept,tt1363488
9042,Jim Kouf,characters,tt0106292
9043,Rodrigo Moreno,screenplay,tt1235855
9044,Michael Hoeft,story,tt3735804
9045,Hung-Chang Wang,screenplay,tt0200111
9046,James Rewucki,story,tt1478855
9047,William E. Wing,scenario,tt0487657
9048,Merete Mueller,story,tt2450264
9049,Jolene Adams,additional material by,tt1879066
9050,Jolene Adams,revisions,tt1879066
9051,Chao Wang,screenplay,tt2085969
9052,Charles Reade,scenario,tt0001627
9053,Joey Silvera,developed by,tt2983662
9054,Peter Kirk,script,tt1731197
9055,Peter Kirk,script,tt1731197
9056,François de Curel,play,tt0021468
9057,Clara Beranger,adaptation,tt0021468
9058,Clara Beranger,scenario,tt0021468
9059,Arthur Caesar,scenario,tt0021468
9060,Madeleine Ruthven,titles,tt0021468
9061,Edith Sessions Tupper,story,tt0244950
9062,Valerio Ventura,story,tt1308174
9063,Bernard Slade,play,tt0086205
9064,Bernard Slade,screenplay,tt0086205
9065,Ben Nelson,story,tt2468580
9066,Yoshinobu Kamo,screenplay,tt1313029
9067,Chiharu Matsuyama,original story,tt1313029
9068,Ronnie Kerr,story,tt4599436
9069,Hiromu Arakawa,manga,tt3110014
9070,Alfred J. Goulding,screenplay,tt0018394
9071,H.M. Walker,titles,tt0018394
9072,Avital Siegel,story,tt2461244
9073,Ian Levin,story,tt2041430
9074,Paul Usungu,screenplay,tt5345700
9075,Paul Usungu,story,tt5345700
9076,Karl Hartl,screenplay,tt0048391
9077,Karl Hartl,story,tt0048391
9078,Egon Komorzynski,story,tt0048391
9079,Anne Hovad Fischer,story,tt3843584
9080,Alexander G. Kenedi,suggested by a story by,tt0039568
9081,Ann Chatillon,screenwriter,tt1634127
9082,Ralph Stock,"story ""The Black Beach""",tt0011415
9083,Jason Sherman,screenplay,tt3717016
9084,Kate Melville,screenplay,tt3717016
9085,Jason Sherman,story,tt3717016
9086,Marcel Achard,dialogue,tt0054516
9087,Michel Audiard,dialogue,tt0054516
9088,Françoise Giroud,adaptation,tt0054516
9089,Paul Gordeaux,comic strip,tt0054516
9090,Pascal Jardin,adaptation,tt0054516
9091,Jacques Prévert,adaptation,tt0054516
9092,France Roche,screenplay,tt0054516
9093,Andrea Belcastro,creator,tt3425932
9094,Peter Kirk,script,tt1731175
9095,Peter Kirk,script,tt1731175
9096,Mars Ravelo,story,tt0764766
9097,Artemio Marquez,screenplay,tt0764766
9098,Bruce Franklin Singer,teleplay,tt0110813
9099,Joyce Burditt,teleplay,tt0110813
9100,Bruce Franklin Singer,story,tt0110813
9101,Erle Stanley Gardner,characters,tt0110813
9102,Lisa Hammer,story,tt5691394
9103,Levi Wilson,story,tt5691394
9104,Paul Gallico,novel,tt0078856
9105,Nelson Gidding,screenplay,tt0078856
9106,Charles Sumner Williams,story,tt0159124
9107,Adolf Philipp,story,tt0278562
9108,Alexander Adolph,creator,tt6051092
9109,Eva Wehrum,creator,tt6051092
9110,Maya Angelou,"story ""The Reunion""",tt0115528
9111,John Henrik Clarke,"story ""The Boy Who Painted Christ Black""",tt0115528
9112,Richard Wright,"story ""Long Black Song""",tt0115528
9113,Zalmen Libin,play,tt0129496
9114,Philip Barry,play,tt0020985
9115,Richard Robinson,screenplay,tt0076271
9116,Alan Caillou,screenplay,tt0076271
9117,Jeffrey M. Sneller,original story,tt0076271
9118,Stephen Lodge,original story,tt0076271
9119,Steve Salerno,book,tt0103785
9120,John Ireland,teleplay,tt0103785
9121,Ross Kettle,play,tt0202782
9122,Erwin Wickert,book,tt1124377
9123,Shiju Nambiath,dialogue,tt6467492
9124,Rino Di Silvestro,story,tt0074395
9125,Rino Di Silvestro,screenplay,tt0074395
9126,Larry Dolgin,English version,tt0074395
9127,Pete Sleeper,original screenplay,tt1347205
9128,Yôichirô Hayama,screenplay,tt0467684
9129,Kayo Kanô,screenplay,tt0467684
9130,John Boucher,story,tt1474490
9131,Bud Fisher,comic strip,tt0003180
9132,Bud Fisher,screenplay,tt0003180
9133,John Wainwright,book,tt0164212
9134,Tom Provost,screenplay,tt0164212
9135,W. Peter Iliff,screenplay,tt0164212
9136,Kyla E. Druckman,story,tt2806124
9137,Menahem Golan,story,tt0116055
9138,Damian Lee,story,tt0116055
9139,Damian Lee,screenplay,tt0116055
9140,Gregory Lee,screenplay,tt0116055
9141,Rerulili,based on the novel by,tt4717202
9142,Erika Yoshida,based on the novel by,tt4717202
9143,Erika Yoshida,screenplay,tt4717202
9144,Jean-Luc Lagarce,play,tt1854548
9145,Jon Hurwitz,characters,tt0481536
9146,Hayden Schlossberg,characters,tt0481536
9147,Hajredin Elmazi,novel,tt2379979
9148,Jeanie Macpherson,story,tt0019935
9149,Beulah Marie Dix,titles,tt0019935
9150,Jeanie Macpherson,titles,tt0019935
9151,Eddie Brandt,book,tt0080127
9152,Jeremiah Denton,book,tt0080127
9153,Helen Masson Copeland,book,tt0188579
9154,Claude Goretta,adaptation,tt0419760
9155,Jacques Santamaria,adaptation,tt0419760
9156,Georges Simenon,novel,tt0419760
9157,Hsin Yi Chang,screenplay,tt1175299
9158,W. Carey Wonderly,story,tt0007213
9159,Gianfranco Baldanello,screenplay,tt0075814
9160,Suzanne Rindell,novel,tt3027690
9161,Aneesh Chaganty,story,tt3728736
9162,B.D. Flory,screenplay,tt3728736
9163,Adam Momsen,story,tt2939786
9164,Pierre Jolivet,scenario and dialogue,tt1156170
9165,Simon Michaël,scenario and dialogue,tt1156170
9166,Lara Greenway,screenplay,tt0457341
9167,Tobias Tobbell,screenplay,tt0457341
9168,Jûzô Yamasaki,manga,tt1020083
9169,Ken'ichi Kitami,story,tt1020083
9170,Yôji Yamada,adaptation,tt1020083
9171,Yûzô Asahara,adaptation,tt1020083
9172,Özlem Isil,screenplay,tt3392732
9173,Umut Kocagöz,screenplay,tt3392732
9174,Mrs. Owen Bronson,story,tt0003491
9175,Anna Bonacci,play,tt0044913
9176,Christopher Gridley Miller,screenplay,tt0368443
9177,Darryl F. Zanuck,story,tt0034593
9178,Robert McKenzie,scenario,tt0340315
9179,W.C. Tuttle,story,tt0340315
9180,Ben Pivar,original story,tt0031562
9181,Maurice Tombragel,screenplay,tt0031562
9182,Jimmy Aubrey,story,tt0021500
9183,Jimmy Aubrey,scenario,tt0021500
9184,Bennett Cohen,scenario,tt0021500
9185,Julian Hochfelder,original story and screenplay,tt0144012
9186,William M. Conselman,adaptation,tt0023154
9187,Grover Jones,adaptation,tt0023154
9188,Herman J. Mankiewicz,dialogue,tt0023154
9189,Keene Thompson,story,tt0023154
9190,Oliver Crawford,story and screenplay,tt0051660
9191,Marcy Klauber,screenplay,tt0051660
9192,Fred Olen Ray,screenplay,tt0095312
9193,T.L. Lankford,screenplay,tt0095312
9194,Fred Olen Ray,screenplay drastically rewritten and improved upon by,tt0095312
9195,T.L. Lankford,screenplay drastically rewritten and improved upon by,tt0095312
9196,Mark Borde,story,tt0079965
9197,Avrumie Schnitzer,story,tt0079965
9198,Avrumie Schnitzer,screenplay,tt0079965
9199,Pamela Ribon,narration consultant,tt2458776
9200,C.E. Andrews,play,tt0020026
9201,Mae West,story,tt0024166
9202,Mae West,screenplay,tt0024166
9203,Mae West,dialogue,tt0024166
9204,Lowell Brentano,suggestions,tt0024166
9205,Linda Guarducci,story,tt1763182
9206,Amy Arena,magazine article,tt2251351
9207,Tai Urban,news article,tt2251351
9208,Mika Ripatti,screenplay,tt0808486
9209,Virpi Hämeen-Anttila,book,tt0808486
9210,Fernando Galiana,adaptation,tt0243735
9211,Jeff Spielman,book,tt0085557
9212,Folco Quilici,novel,tt0100296
9213,Folco Quilici,earlier screenplay,tt0100296
9214,Alberto Silvestri,earlier screenplay,tt0100296
9215,Franco Verucci,earlier screenplay,tt0100296
9216,John Nation,teleplay,tt0100296
9217,Steven Elkins,teleplay,tt0100296
9218,Quincy Rose,story,tt2372443
9219,William Shakespeare,play,tt1192466
9220,Tomás Aznar,story,tt0081210
9221,Tomás Aznar,screenplay,tt0081210
9222,Miguel Lizondo,screenplay,tt0081210
9223,Juan Piquer Simón,screenplay,tt0081210
9224,Andy Yoon,dramatization,tt2025506
9225,Kai-Ting Wu,story,tt2523468
9226,Hubert Mingarelli,novel,tt3053378
9227,Robert Morin,screenplay,tt3053378
9228,Sebastian Grobler,story,tt1686768
9229,Raoul B. Reinert,story,tt1686768
9230,Julien Josephson,screenplay,tt0013740
9231,Julien Josephson,story,tt0013740
9232,Warren Foster,story,tt0038576
9233,O.D. Akyol,script,tt1815953
9234,Jacqueline Epskamp,scenario,tt1546017
9235,Nick Teplitz,gag writer,tt1422701
9236,Oliver Briginshaw,screenplay,tt2563388
9237,Ken Russell,screenplay,tt0756354
9238,Robert Louis Stevenson,novel,tt0756354
9239,Max Bartoli,screenplay,tt2000424
9240,Lucio Maurino,creator,tt2000424
9241,Darrell Ware,screenplay,tt0037310
9242,Karl Tunberg,screenplay,tt0037310
9243,Al Martin,based on a story by,tt0037310
9244,Monte M. Katterjohn,adapted by,tt0013404
9245,Frank Norris,from the novel by,tt0013404
9246,Tom M. Bennett,creator,tt3430820
9247,Fred Myton,original screenplay,tt0035009
9248,David Thies,"""Osbournes in Japan"" special feature",tt0328228
9249,Katy Robin Magruder,story,tt3411780
9250,Clyde Bruckman,story,tt0170727
9251,Armaan Uplekar,story,tt2822376
9252,Slava Pustovalov,idea,tt3297390
9253,Michel Linsky,screenplay,tt0161908
9254,Raoul Ploquin,titles,tt0161908
9255,Nicolas Rimsky,adaptation,tt0161908
9256,Caio D'Andrea,story,tt1833219
9257,Wilson Collison,novel,tt0440606
9258,Mary R. McCall,screenplay,tt0440606
9259,Chien-Chi Chang,screenplay,tt0080144
9260,Werner Scheff,novel,tt0135856
9261,DJ Perry,screenplay,tt0849441
9262,DJ Perry,story,tt0849441
9263,Dean Teaster,story,tt0849441
9264,Mike Burns,story,tt4642964
9265,John Colton,play,tt0042004
9266,Margaret Linden,play,tt0042004
9267,Helen Simpson,novel,tt0042004
9268,Hume Cronyn,adaptation,tt0042004
9269,James Bridie,screenplay,tt0042004
9270,Max Coles,story,tt3962592
9271,John Angus Stewart,story,tt3962592
9272,Sidney McCall,novel,tt0011025
9273,Sue Monk Kidd,book,tt0760177
9274,Suzette Couture,teleplay,tt0760177
9275,Lauren Collins,story by,tt5777802
9276,Michael Seater,story by,tt5777802
9277,George Broadhurst,play,tt0011847
9278,Elmer Harris,scenario,tt0011847
9279,Jordan Livingston,screenplay,tt1419045
9280,Blake Freeman,screenplay by,tt2312184
9281,Danny West,story by,tt2312184
9282,Lester Korman,story by,tt2312184
9283,Jamie Starr,story by,tt2312184
9284,Blake Freeman,story by,tt2312184
9285,Ira Genet,narrative,tt1219375
9286,Boaz Davidson,story,tt0470000
9287,Ben Nedivi,screenplay,tt0470000
9288,Joel Kapity,story,tt1870375
9289,Charice Long,screenplay,tt1870375
9290,Elaine Mann,research,tt1504503
9291,Jordana Oberman,story,tt1504503
9292,Robert H. Chapman,novel,tt0047299
9293,Harry Sauber,screenplay,tt0041571
9294,Joseph Carole,screenplay,tt0041571
9295,Harry Sauber,story,tt0041571
9296,Adam Saint Moore,novel,tt0179920
9297,Viktor Léon,operetta,tt1071924
9298,Frank Roland Conklin,scenario,tt0450756
9299,Shindo Ki Rodriguez,creator,tt1753815
9300,Shindo Ki Rodriguez,screenplay,tt1753815
9301,Shindo Ki Rodriguez,story,tt1753815
9302,Fabien Poirier,scenario & dialogue,tt4326352
9303,Jane Rogoyska,screenplay,tt0228321
9304,Émile Zola,novel,tt0029957
9305,Jean Renoir,screenplay,tt0029957
9306,Rilee Giles,story,tt3597350
9307,Jack White,screenplay,tt0035989
9308,Jack White,story,tt0035989
9309,Peter Huang,story consultant,tt2783448
9310,Peter Huang,story,tt2783448
9311,Jerome Kruin,story,tt2783448
9312,Romeo N. Galang,story,tt1988670
9313,Yuki Tanada,screenplay,tt4396080
9314,Sasha Ferrer,story,tt0099396
9315,Norman Morrill,teleplay,tt0099396
9316,Sasha Ferrer,teleplay,tt0099396
9317,Reetta Aalto,screenplay,tt1663136
9318,John A. Davis,creator,tt0418769
9319,Graham Greene,story,tt0091500
9320,Tony Watt,story & screenplay,tt3587202
9321,Clifford Grey,scenario,tt0869973
9322,Frank Miller,scenario,tt0869973
9323,Ernst Neubach,story,tt0869973
9324,Veronica Vera,additional dialogue,tt0283059
9325,William Dinnie,play,tt4509902
9326,William Murum,play,tt4509902
9327,Richard F. Outcault,comic strip,tt1080559
9328,Nitesh Tiwari,screenplay and dialogue,tt3380264
9329,Shreyas Jain,screenplay and dialogue,tt3380264
9330,Nikhil Mehrotra,screenplay and dialogue,tt3380264
9331,Antonio Del Prete,story,tt1237932
9332,Guy Maddin,screenplay,tt1486806
9333,Richard Davies,english translation supervisor,tt3680720
9334,Hareem Qureshi,english translations,tt3680720
9335,Jose Leonardo,story,tt0427273
9336,Terence Rattigan,play,tt0047978
9337,Terence Rattigan,screenplay,tt0047978
9338,Karl Gass,text,tt1260701
9339,Lisa Arnold,based on a story by,tt4703182
9340,Jarred Coates,based on a story by,tt4703182
9341,David Henri Martin,screenplay by,tt4703182
9342,David Bush,screenplay by,tt4703182
9343,Wendi Coates,screenplay by,tt4703182
9344,Lisa Arnold,screenplay by,tt4703182
9345,Andrew McElfresh,animation,tt0238714
9346,Michael Bloom,animation,tt0238714
9347,Eryk Casemiro,live action,tt0238714
9348,Jane Reardon,live action,tt0238714
9349,Vanessa Kaufman,live action,tt0238714
9350,Scott Crozier,story,tt1950187
9351,Josef Hader,screenplay,tt3642618
9352,Wolfgang Murnberger,screenplay,tt3642618
9353,Wolf Haas,screenplay,tt3642618
9354,Wolf Haas,novel,tt3642618
9355,Steve Fisher,"story ""Shore Leave""",tt0031715
9356,Harvey Gates,screenplay,tt0031715
9357,Gabrielle Roy,novel,tt0221877
9358,H.M. Walker,titles,tt0010714
9359,Tom Morrison,story,tt0151906
9360,Charles Logue,screenplay,tt0133971
9361,Charles Logue,story,tt0133971
9362,Naomi Azuma,based on the novel by,tt2381618
9363,Ryota Furusawa,screenplay,tt2381618
9364,Yasushi Sutô,screenplay,tt2381618
9365,Ernesto Rosas,story,tt2033260
9366,Howard Irving Young,play,tt0021144
9367,Beulah Marie Dix,screenplay,tt0021144
9368,Gosho Aoyama,creator,tt1343046
9369,Kazunari Kouchi,screenplay,tt1343046
9370,John Patterson,screenplay,tt0088250
9371,Chris Borthwick,screenplay,tt0088250
9372,Rosemary Crossley,book,tt0088250
9373,Anne McDonald,book,tt0088250
9374,Jeb Rosebrook,story,tt0078869
9375,Bob Barbash,story,tt0078869
9376,Richard H. Landau,story,tt0078869
9377,Jeb Rosebrook,screenplay,tt0078869
9378,Gerry Day,screenplay,tt0078869
9379,Hurford Janes,additional dialogue,tt0050894
9380,Jeremy Dylan Lanni,story,tt1753397
9381,Pasquale Lanni,story,tt1753397
9382,William Butler,character: Gingerdead Man,tt3234078
9383,Domonic Muir,characters: Gingerdead Man & Eebee,tt3234078
9384,Bree Mills,story,tt5025840
9385,Stills by Alan,story,tt5025840
9386,Natasha Navadasky,story,tt1236236
9387,Nneka Onuorah,story,tt4269950
9388,Rebecca Charles,characters,tt0113950
9389,Christos Mouroukis,characters,tt3188778
9390,Jennifer Welles,"memoirs ""The Memoirs of Jennifer Welles""",tt0076198
